inchikey,label,n_pw,skeleton,skeleton_match_n,skeleton_match_qid,skeleton_match_ik
BKYHCVAEPFKBAE-BSOYIBEGSA-N,"oxo-taxadiene-1β,2α,4α,10β-tetraol-9-one",1,BKYHCVAEPFKBAE,0,,
XHTXXEBWFGEUAC-UHFFFAOYSA-M,methylphoracetophenone,1,XHTXXEBWFGEUAC,0,,
XRXKXXULHUCVCA-OGMJMOSOSA-O,solanid-4-en-3-one,1,XRXKXXULHUCVCA,0,,
XVVLVNIOQHUWFO-USOAJAOKSA-N,14-apo-arabidiol,1,XVVLVNIOQHUWFO,0,,
YAHBSDIPFPMSAO-UHFFFAOYSA-M,heliocide B3,1,YAHBSDIPFPMSAO,0,,
YEQCZLUNTZHCGP-BDDOYPOTSA-L,N-(β-glucosyl)-(oxindol-3-yl)acetyl-aspartate,1,YEQCZLUNTZHCGP,0,,
ZHVDMMGTPDSABS-OWOJBTEDSA-M,iso-arabidopyl alcohol,1,ZHVDMMGTPDSABS,0,,
ZKSALBYCUMOUDO-TWOGUOSYSA-M,"(3β,9β)-4α-demethyl-4α-carboxy-9,19-cyclolanost-3-ol",1,ZKSALBYCUMOUDO,0,,
WFOFTTUMRWXDJQ-BUVCFRMYSA-N,oxo-taxadiene-4α-ol,1,WFOFTTUMRWXDJQ,0,,
RPSSQMRERURKIE-PALSXHESSA-N,"oxo-taxadiene-4α,10β-diol-9-one",1,RPSSQMRERURKIE,0,,
RTKXAGDIAPQBQG-JJCIQMDYSA-N,"4β,20-epoxy-5α-hydroxy-tax-11(12)-ene",1,RTKXAGDIAPQBQG,0,,
SXLFXLCZTZZULG-KQUFAFJRSA-N,curcumin 4'-O-β-D-gentiotetraside,1,SXLFXLCZTZZULG,0,,
TVGWWABLGLVNFY-QTFKDKGUSA-J,"10,16-dihydroxypalmitoyl-CoA",1,TVGWWABLGLVNFY,0,,
UKCLJWRKPGPSLL-NGXRMTJOSA-N,"(2E,6E,10E,14E,18E)-lycopapentaene",1,UKCLJWRKPGPSLL,0,,
UXXXEKHHDZDJJQ-OFBQGYNZSA-N,curcumin 4'-O-β-D-gentiotrioside,1,UXXXEKHHDZDJJQ,0,,
VQXIERGSFOQSNS-UHFFFAOYSA-N,(Z)-ω-(methylsulfanyl)octyl-thiohydroximate,1,VQXIERGSFOQSNS,0,,
WRJULZYRRYOGJO-SFEFGNTJSA-N,(Z)-1-(L-cystein-S-yl)-N-hydroxy-ω-(methylsulfanyl)octan-1-imine,1,WRJULZYRRYOGJO,0,,
XISWFINDKWMOOA-AWKPNKRMSA-L,"delphinidin 3-O-(6""-O-malyl-β-D-glucoside)",1,XISWFINDKWMOOA,0,,
XYFYELDRBHTADR-IPCBSVLMSA-L,UDP-α-D-digitoxose,1,XYFYELDRBHTADR,0,,
XYOACNDOMQSCCR-JYRXDZGKSA-N,(Z)-1-(L-cysteinylglycin-S-yl)-N-hydroxy-ω-(methylsulfanyl)nonan-1-imine,1,XYOACNDOMQSCCR,0,,
YCJUJZCHFIQIEU-HQRMLTQVSA-N,"taxa-4(20),11(12)-diene",1,YCJUJZCHFIQIEU,0,,
YFTFJUGGUKHGMJ-PQPPKSKMSA-N,"(2E,14E,18E)-lycopatriene",1,YFTFJUGGUKHGMJ,0,,
RPIBZLJIBKSODU-GLTRZDKYSA-N,oxo-taxadiene-4α-ol-9-one,1,RPIBZLJIBKSODU,0,,
RDHYTEHLFAGCRE-KLOBUHOBSA-N,"oxo-taxadiene-1β,2α,4α,7β,10β,13α-hexaol-9-one",1,RDHYTEHLFAGCRE,0,,
JUIVACOMDSBTJG-QMBVVCHWSA-N,"oxo-taxadiene-2α,4α,10β-triol-9-one",1,JUIVACOMDSBTJG,0,,
KMHKIEPZTSCFEX-UBAVNZOLSA-N,"(2E6E,10E,14E,18E,22E)-lycopahexaene",1,KMHKIEPZTSCFEX,0,,
KNEDASIARFSPRT-YMXFWWKPSA-N,"oxo-taxadiene-4α,9α-diol",1,KNEDASIARFSPRT,0,,
KOOZCCYWPAFTCF-DLQNOBSRSA-N,"6G,6-kestotetraose",1,KOOZCCYWPAFTCF,0,,
LGXIDHXUHZUGBY-QFCQUECXSA-N,"oxo-taxadiene-1β,2α,4α,10β,13α-pentaol-9-one",1,LGXIDHXUHZUGBY,0,,
LIWLTUWHHWEKGM-HZPDHXFCSA-N,noroxopluviine,1,LIWLTUWHHWEKGM,0,,
LXZOOYJPYFVQFL-UHFFFAOYSA-N,1-(methylsulfanyl)-8-aci-nitrooctane,1,LXZOOYJPYFVQFL,0,,
MTZMEPTUCWLNRV-FOQZLENISA-M,"pelargonidin 3-O-(6""-O-malyl-β-D-glucoside)",1,MTZMEPTUCWLNRV,0,,
NOCUZOKOOMNRCW-RFHHWMCGSA-N,8-hydroxy-(+)-δ-cadinene,1,NOCUZOKOOMNRCW,0,,
RCHMUSZDAXKWLS-BWVFJHAPSA-N,"tax-11(12)-ene 4β,20-epoxide",1,RCHMUSZDAXKWLS,0,,
NVWSHDUTSCLIGK-UHFFFAOYSA-N,DIMBOA,1,NVWSHDUTSCLIGK,0,,
ONUWIQDGPDCVOI-OFBQGYNZSA-N,curcumin 4'-O-β-D-gentiobiosyl 4''-O-β-D-glucoside,1,ONUWIQDGPDCVOI,0,,
PWRKXLBZLTYQGN-UHFFFAOYSA-N,phenylmethanesulfenate,1,PWRKXLBZLTYQGN,0,,
PYHUCQARENXJND-HOTGVXAUSA-N,"(10bR,4aS)-oxomaritinamine",1,PYHUCQARENXJND,0,,
PYHUCQARENXJND-HZPDHXFCSA-N,"(10bS,4aR)-oxomaritinamine",1,PYHUCQARENXJND,0,,
QQCCVSOGYVAKGY-KQUFAFJRSA-N,"curcumin 4',4''-O-β-D-digentiobioside",1,QQCCVSOGYVAKGY,0,,
WSDRCWZBOIXKPF-OWOJBTEDSA-M,2-hydroxy-3-[(1E)-3-oxoprop-1-en-1-yl]-2H-pyran-6-carboxylate,1,WSDRCWZBOIXKPF,0,,
IGPCHXWXWBHSFS-WTTCWNDYSA-M,"(2E,4Z,6E)-5-formyl-2-hydroxy-8-oxoocta-2,4,6-trienoate",1,IGPCHXWXWBHSFS,0,,
GLRIWFRUUABTJT-UHFFFAOYSA-N,(Z)-ω-(methylsulfanyl)heptyl-thiohydroximate,1,GLRIWFRUUABTJT,0,,
GMVJAWSHKWFNPN-HXZZEOLJSA-M,medicagenate-23-O-β-D-glucoside,1,GMVJAWSHKWFNPN,0,,
GZRUEMAXFZIEER-FWSONLODSA-N,(Z)-1-(L-cystein-S-yl)-N-hydroxy-ω-(methylsulfanyl)heptan-1-imine,1,GZRUEMAXFZIEER,0,,
HURSLIFUDKOZCY-RBRRFQSQSA-L,"16α, 17-epoxy gibberellin A₁₂",1,HURSLIFUDKOZCY,0,,
IQBFGXJTTIFUFR-OWOJBTEDSA-M,arabidopaldehyde,1,IQBFGXJTTIFUFR,0,,
IZYQYTLECIJWMX-UHFFFAOYSA-M,"2-oxohexa-4,5-cyclopropyl-5-enoate",1,IZYQYTLECIJWMX,0,,
FYFJULGGTFPARF-UHFFFAOYSA-L,"1-deoxy-2,3-hexodiulose-6-phosphate",1,FYFJULGGTFPARF,0,,
DCQBOIHKCBTVFH-XCIZRCLMSA-O,solanid-3-one,1,DCQBOIHKCBTVFH,0,,
ALXGAHXXVSWGDV-BYXXEIBDSA-N,soyasapogenol-E-3-O-β-D-glucoside,1,ALXGAHXXVSWGDV,0,,
BOUZNRKTKNKATH-UVFHUSQUSA-L,"16,17-dihydro-16α,17-dihydroxy gibberellin A₁₂",1,BOUZNRKTKNKATH,0,,
BRNMYGIMJVYGAY-UHFFFAOYSA-M,"2-(2,8-dihydroxytridecyl)-6-oxopyran-4-olate",1,BRNMYGIMJVYGAY,0,,
CZHVVOQJNLDEEU-UHFFFAOYSA-L,"2-oxo-3-carboxy-4,5-cyclopropylhex-5-enoate",1,CZHVVOQJNLDEEU,0,,
DFXVSSDSXIHULO-UHFFFAOYSA-N,mesifurane (enol form),1,DFXVSSDSXIHULO,0,,
DHHVHVIUTWJSFR-OWOJBTEDSA-M,iso-arabidopaldehyde,1,DHHVHVIUTWJSFR,0,,
DYFLXRJSODBNCV-JYOFUZOCSA-L,"N-[β-glucosyl-(1,4)-β-glucosyl]-(oxindol-3-yl)acetyl-aspartate",1,DYFLXRJSODBNCV,0,,
FGQZFAWOAMMXKN-UHFFFAOYSA-M,heliocide B2,1,FGQZFAWOAMMXKN,0,,
FPEUYSMTHKWFTD-UHFFFAOYSA-M,hemigossypolone,1,FPEUYSMTHKWFTD,0,,
JZWUYCGDMCRRTE-OWOJBTEDSA-M,arabidopyl alcohol,1,JZWUYCGDMCRRTE,0,,
KNGCMXYOIZUVFL-UHFFFAOYSA-N,1-(methylsulfanyl)-7-aci-nitroheptane,1,KNGCMXYOIZUVFL,0,,
RXEDUSGPUQQZEW-XIRPNGCASA-J,7-hydroxylauroyl-CoA,1,RXEDUSGPUQQZEW,0,,
QIUPXFMYYHJWSC-OWOJBTEDSA-L,arabidopate,1,QIUPXFMYYHJWSC,0,,
QJYOBEMAMLWZTF-ALQFCZPRSA-M,malonyl-furaneol glucopyranoside,1,QJYOBEMAMLWZTF,0,,
RBVIYJGRPOEJCS-OWOJBTEDSA-M,2-hydroxy-4-[(1E)-3-oxoprop-1-en-1-yl]-2H-pyran-6-carboxylate,1,RBVIYJGRPOEJCS,0,,
RGRXEJAZCMLORS-UHFFFAOYSA-M,2-(8-hydroxy-2-oxotridecyl)-6-oxopyran-4-olate,1,RGRXEJAZCMLORS,0,,
SIIPNKRMISTJGG-IXYHWDSJSA-N,"porifersta-8,25(27)-dienol",1,SIIPNKRMISTJGG,0,,
SMAGVHUTDOFZAJ-WVQKSCCESA-M,"(2E,4Z,5E)-2-hydroxy-7-oxo-(2-oxoethylidene)hepta-2,5-dienoate",1,SMAGVHUTDOFZAJ,0,,
SOMDRJIVEKIXDG-DYJSFFMXSA-N,soyasapogenol B-3-O-β-D-glucoside,1,SOMDRJIVEKIXDG,0,,
UULZCTIPCNJXAT-HRAIJHJPSA-N,"4α,14α-dimethyl-porifersta-8,25(27)-dienol",1,UULZCTIPCNJXAT,0,,
VVFYEUKYTLSHRZ-DUXPYHPUSA-L,iso-arabidopate,1,VVFYEUKYTLSHRZ,0,,
WFTBVPNDDYMTNW-UHFFFAOYSA-N,"dodecane-1,7-diol",1,WFTBVPNDDYMTNW,0,,
PXYCXLNQKAEBRB-BGZGZKQHSA-M,"16α, 17-epoxy gibberellin A₉",1,PXYCXLNQKAEBRB,0,,
PXILXJZAZQLESA-GCEKEWBKSA-M,"16,17-dihydro-16α,17-dihydroxy gibberellin A₄",1,PXILXJZAZQLESA,0,,
KXSHYYUBHQXNRZ-BKZHXLINSA-I,MoO₂(S)-molybdopterin cofactor,1,KXSHYYUBHQXNRZ,0,,
LJGUUAGEPSXHMI-UHFFFAOYSA-L,hydratedusnate,1,LJGUUAGEPSXHMI,0,,
MMTYWJNSFWVPPS-UHFFFAOYSA-M,5-hydroxy-2-oxopentanoate,1,MMTYWJNSFWVPPS,0,,
MYDXTOWWAMRZLU-DKLMTRRASA-N,"3,4-didehydroisozeaxanthin",1,MYDXTOWWAMRZLU,0,,
NHXUWASKMTXOKF-UHFFFAOYSA-M,hemigossypolone-6-methyl ether,1,NHXUWASKMTXOKF,0,,
ODSJFVQKGDHXNB-BKZHXLINSA-I,MoO₂(OH)-molybdopterin cofactor,1,ODSJFVQKGDHXNB,0,,
OQDMPMCCAJSZHB-KJIHWFIGSA-M,"16α,17-epoxy gibberellin A₄",1,OQDMPMCCAJSZHB,0,,
ORBKYZVAOYYRJD-JPNGUODHSA-N,soyasapogenol E-23-O-β-D-glucoside,1,ORBKYZVAOYYRJD,0,,
OUCINTVMAVITJZ-HESBYNJASA-N,"4α-methyl-cholesta-8,14-dienol",1,OUCINTVMAVITJZ,0,,
YHDLYZATZKYYJQ-YPPKRKOXSA-N,4-O-methyl-D-myo-inosose,1,YHDLYZATZKYYJQ,0,,
ATVBRGIKCZGPSC-MHWRWJLKSA-N,norcraugsodine,1,ATVBRGIKCZGPSC,0,,
FTDFTFXOJYXVTH-UHFFFAOYSA-M,"cyclic-3,4-O-oxalyl-L-threonate",1,FTDFTFXOJYXVTH,0,,
CLTBEBVDVYGILF-BDNNUWMGSA-N,cyanidin 3-O-glucoside-7-O-(6-O-(4-O-(6-O-(p-hydroxybenzoyl)-glucosyl)-oxybenzoyl)-glucoside),1,CLTBEBVDVYGILF,0,,
CQKFGYQBBQNDQG-NKXGADSASA-N,"isorhamnetin 3-O-(3"",6""-O-di-4-coumaroyl)-glucoside",1,CQKFGYQBBQNDQG,0,,
FGCWEBKTQLBCLR-JRSZCNINSA-J,3-oxoauricoloyl-CoA,1,FGCWEBKTQLBCLR,0,,
GBZWMUPVORAWBY-HBUFFLJYSA-L,a radical of luteolin-7-O-diglucuronide,1,GBZWMUPVORAWBY,0,,
GCCBKKQIEMQVGW-PKAYEDJNSA-J,"(2E,11Z,14R,17Z)-14-hydroxy-icosa-2,11,17-trienoyl-CoA",1,GCCBKKQIEMQVGW,0,,
GZOFCUCPYZIBSD-JSGCOSHPSA-M,indol-3-ylmethylisothiocyanate-[γ-Glu-Cys},1,GZOFCUCPYZIBSD,0,,
HQZUCSQUBHQEDH-BNQGZTJBSA-N,"(20αS)-19,20--dihydrovomilenine",1,HQZUCSQUBHQEDH,0,,
IOYSGTVJJKIUCN-JAOMFSNQSA-L,α-D-Man-(1→2)-α-D-Man-(1→2)-α-D-Man-(1→3)-[α-D-Man-(1→3)-α-D-Man-(1→6)]-β-D-Man-(1→4)-β-D-GlcNAc-(1→4)-α-D-GlcNAc-diphosphodolichol,1,IOYSGTVJJKIUCN,0,,
UYCHPUIDXXFEKR-UHFFFAOYSA-O,8-aminooctan-4-one,1,UYCHPUIDXXFEKR,0,,
XCUQINBMYSWRHJ-DLRKVQIZSA-N,fagopyritol B3,1,XCUQINBMYSWRHJ,0,,
XCUQINBMYSWRHJ-SSRWMGOCSA-N,fagopyritol A3,1,XCUQINBMYSWRHJ,0,,
XHRPJMCAEXVFFM-KADTVRCUSA-N,avenastenone,1,XHRPJMCAEXVFFM,0,,
XTPSFJKQTTVFCK-UHFFFAOYSA-O,(3-aminopropyl)dimethylsulfanium,1,XTPSFJKQTTVFCK,0,,
ZCCQXWKOMFKYNA-ILETWAPCSA-N,(Z)-1-(L-cystein-S-yl)-N-hydroxy-ω-(methylsulfanyl)hexan-1-imine,1,ZCCQXWKOMFKYNA,0,,
BWKNNYLEGLXMHQ-AMBVJARFSA-L,a dolichyl phosphate,1,BWKNNYLEGLXMHQ,0,,
AALOZWVGCDVETJ-XUKIZSLSSA-L,α-D-Glc-(1→3)-α-D-Glc-(1→3)-α-D-Man-(1→2)-α-D-Man-(1→2)-α-D-Man-(1→3)-[α-D-Man-(1→2)-α-D-Man-(1→3)-[α-D-Man-(1→2)-α-D-Man-(1→6)]-α-D-Man-(1→6)]-β-D-Man-(1→4)-β-D-GlcNAc-(1→4)-α-D-GlcNAc-diphosphodolichol,1,AALOZWVGCDVETJ,0,,
ABBXHUGHLKTIFP-AMBVJARFSA-K,a dolichyl pyrophosphate,1,ABBXHUGHLKTIFP,0,,
ABFIJCKNMGMYAX-UHFFFAOYSA-L,4-O-oxalyl-L-threonate,1,ABFIJCKNMGMYAX,0,,
AGKFOAYTTMSUFA-OXWYXBBUSA-L,N-acetyl-β-D-glucosaminyl-(1→4)-N-acetyl-α-D-glucosaminyl-diphosphodolichol,1,AGKFOAYTTMSUFA,0,,
AUAPFMDMEQONFY-BSQFLWIKSA-L,C12-β-glucuronosyl-bilirubin-IX α,1,AUAPFMDMEQONFY,0,,
BKUXVZCTYBVOAV-WPBMQZSPSA-L,α-D-Man-(1→3)-[α-D-Man-(1→6)]-α-D-Man-(1→4)-β-D-GlcNAc-(1→4)-α-D-GlcNAc-diphosphodolichol,1,BKUXVZCTYBVOAV,0,,
JECWIAQBRVYUQC-CUYCUERUSA-L,α-D-Man-(1→2)-α-D-Man-(1→2)-α-D-Man-(1→3)-[α-D-Man-(1→2)-α-D-Man-(1→3)-[α-D-Man-(1→2)-α-D-Man-(1→6)]-α-D-Man-(1→6)]-β-D-Man-(1→4)-β-D-GlcNAc-(1→4)-α-D-GlcNAc-diphosphodolichol,1,JECWIAQBRVYUQC,0,,
PJOHRMFBCONSHW-VVMSOZENSA-L,N-acetyl-α-D-glucosaminyl-diphosphodolichol,1,PJOHRMFBCONSHW,0,,
NKBSFRFTBUHMJF-UHFFFAOYSA-M,"cyclic-2,3-O-oxalyl-L-threonate",1,NKBSFRFTBUHMJF,0,,
YNGGFUNKMBPTPS-UHFFFAOYSA-N,1-(methylsulfanyl)-9-aci-nitrononane,1,YNGGFUNKMBPTPS,0,,
NSQIQDGIPQVASR-UHFFFAOYSA-N,indole-3-carbinonium ion,1,NSQIQDGIPQVASR,0,,
NVDIDZKEPDPXJJ-ONWAGYJKSA-M,tetrahydrogeranylgeranyl chlorophyll a,1,NVDIDZKEPDPXJJ,0,,
JGNCYWQFXLYWMO-RSERDAIDSA-J,(E)-8-methylnon-6-enoyl-CoA,1,JGNCYWQFXLYWMO,0,,
PNZHRLSVSIGZON-UHFFFAOYSA-M,"6-(2,4-dihydroxy-6-methylphenyl)-4-hydroxypyran-2-one",1,PNZHRLSVSIGZON,0,,
QBLSEPRESQJTCI-ZNLWZYPOSA-M,geranylgeranyl chlorophyll a,1,QBLSEPRESQJTCI,0,,
QEBZGOIPMJEISG-APEVUUACSA-J,densipoloyl-CoA,1,QEBZGOIPMJEISG,0,,
QHUCPLMRABCZRD-USXFXJNZSA-M,dihydrogeranylgeranyl chlorophyll a,1,QHUCPLMRABCZRD,0,,
QLJNQGIWNAYLCS-BSQFLWIKSA-L,C8-β-glucuronosyl-bilirubin-IX α,1,QLJNQGIWNAYLCS,0,,
MNWRXDQYFZSZMN-GKBWTKQCSA-M,kauralexin B3,1,MNWRXDQYFZSZMN,0,,
JHUWCOQIKDJHGC-XTKNNOLBSA-N,guaiacol 2-O-β-D-glucopyranosyl-(1-> 2)-[O-β-D-xylopyranosyl-(1-> 6)]-O-β-D-glucopyranoside,1,JHUWCOQIKDJHGC,0,,
KVMRPJKNKZURJK-JSGCOSHPSA-M,(glutathion-S-yl)-4-methoxy-3-indolylmethylisothiocyanate,1,KVMRPJKNKZURJK,0,,
LAFREGHROJJWDK-UHFFFAOYSA-N,"7(8),7'(8')-tetrahydrojusticidin B",1,LAFREGHROJJWDK,0,,
LDIXBGSLVBJRGV-WCEUWYDISA-N,cyanidin 3-O-glucoside-7-O-(6-O-(4-O-(glucosyl)-oxybenzoyl)-glucoside),1,LDIXBGSLVBJRGV,0,,
LLXMBNSNAAVMLO-ZFWWWQNUSA-M,indol-3-ylmethyl-glutathione,1,LLXMBNSNAAVMLO,0,,
MAKSAUYRROQEOB-POBDBQMVSA-N,cyanidin 3-O-glucoside-7-O-(6-O-(p-hydroxybenzoyl)-glucoside),1,MAKSAUYRROQEOB,0,,
MJRDPCMIUPHHDA-JVFYBLIPSA-L,bis(β-glucosyluronate)bilirubin-IX α,1,MJRDPCMIUPHHDA,0,,
MKYPFMIOAIZYTQ-JTQLQIEISA-N,indol-3-ylmethyl-L-cysteine,1,MKYPFMIOAIZYTQ,0,,
MLMXJWWXMCLAMG-CLGPPHSGSA-L,α-D-Glc-(1→3)-α-D-Man-(1→2)-α-D-Man-(1→2)-α-D-Man-(1→3)-[α-D-Man-(1→2)-α-D-Man-(1→3)-[α-D-Man-(1→2)-α-D-Man-(1→6)]-α-D-Man-(1→6)]-β-D-Man-(1→4)-β-D-GlcNAc-(1→4)-α-D-GlcNAc-diphosphodolichol,1,MLMXJWWXMCLAMG,0,,
VCANAWRETHJMLW-CTILAWNOSA-O,vindolidine,1,VCANAWRETHJMLW,0,,
HVBGZKVTJLINJW-AZNOBPCBSA-O,deacetylvindorosine,1,HVBGZKVTJLINJW,0,,
GUAPAZWRZCOQGT-JQUYWNEBSA-N,C33 botryococcene,1,GUAPAZWRZCOQGT,0,,
HABQCIZFBVIZEU-UHFFFAOYSA-M,chrysophanol anthrone,1,HABQCIZFBVIZEU,0,,
HZGWSMQRHPTXFL-UHFFFAOYSA-N,(Z)-ω-(methylsulfanyl)hexyl-thiohydroximate,1,HZGWSMQRHPTXFL,0,,
JIBPFVLGFJYRFE-IWKQBAGXSA-N,Fe(II)-nicotianamine,1,JIBPFVLGFJYRFE,0,,
JTDCVVYTRKWMAE-UHFFFAOYSA-N,1-(methylsulfanyl)-6-aci-nitrohexane,1,JTDCVVYTRKWMAE,0,,
SWNWAVRKVMTEIQ-ABLUPSKSSA-L,N-β-D-glucosyl-(indol-3-yl)acetyl-L-aspartate,1,SWNWAVRKVMTEIQ,0,,
BJGOJWHZMWETSG-SNVBAGLBSA-M,zealexin A4,1,BJGOJWHZMWETSG,0,,
BVUWSAIHNBMOAG-UHFFFAOYSA-N,5-hydroxy-γ-coniceine,1,BVUWSAIHNBMOAG,0,,
FJYXXUMBAWFLEI-ZWNOBZJWSA-M,zealexin A3,1,FJYXXUMBAWFLEI,0,,
FLTRYYPYDXSVMK-UHFFFAOYSA-M,zealexin B1,1,FLTRYYPYDXSVMK,0,,
OEXGWMJSOMQOBP-XVMBTQODSA-N,"3β,15,16-trihydroxydolabrene",1,OEXGWMJSOMQOBP,0,,
OTBAOEPNAGWHCY-CVDCTZTESA-O,dihydroprecondylocarpine acetate (enamine form),1,OTBAOEPNAGWHCY,0,,
POAVPLAOCHOOPK-VMPITWQZSA-N,dehydro(indole-3-yl)acetonitrile,1,POAVPLAOCHOOPK,0,,
POHJJGKCTRJDSU-HSZRJFAPSA-K,2-C22:0-DCA-LPA,1,POHJJGKCTRJDSU,0,,
PVLUNCFMFFOPIJ-DOVUUNBWSA-N,"α-3',4'-anhydrovinblastine radical",1,PVLUNCFMFFOPIJ,0,,
RRISDBXWLOLICW-VXLUQKRESA-N,"8'-(3,4-dihydroxy-5-alkenyl)phenyl-3-[9'E,11'E,13'Z-pentadecatrienyl]catechol",1,RRISDBXWLOLICW,0,,
LADBPVPUWQYSSY-HNNXBMFYSA-M,zealexin A2,1,LADBPVPUWQYSSY,0,,
NZCSCAGBYIYATR-UXBHNABYSA-N,"10',6-diapocarotene-10',6-dial",1,NZCSCAGBYIYATR,0,,
LHTWOCYDZMMOOG-IVXJDZNUSA-N,dimeric urushiol peroxide,1,LHTWOCYDZMMOOG,0,,
MCTHLMSFLMEBEK-AAEUAGOBSA-L,betanidin quinone,1,MCTHLMSFLMEBEK,0,,
LSQWCIYRGVWPFX-UHFFFAOYSA-N,"6,7-dehydrobaicalein",1,LSQWCIYRGVWPFX,0,,
NUBWWXSSATXWGC-UHFFFAOYSA-K,[disulfanidyl(sulfanylidene)-λ⁵-arsanyl]sulfanide,0,NUBWWXSSATXWGC,0,,
NTPLIZCSFKSXCB-NSHDSACASA-N,carthamidin-7-methyl ether,0,NTPLIZCSFKSXCB,0,,
OBUYIUIFFBCOOV-OQTQPSEISA-O,intermediate III,0,OBUYIUIFFBCOOV,0,,
ORMODAWSCPCRNN-HMLYJFOKSA-N,tomatid-5-en-3-one,0,ORMODAWSCPCRNN,0,,
NLRBCQBDLKXHQX-OKTBDYBISA-N,30-hydroxyobtusifoliol,0,NLRBCQBDLKXHQX,0,,
PIDCKTUHAFJESG-YBHYYHSUSA-J,"3-(3,4-dihydroxyphenyl)-3-hydroxypropanoate",0,PIDCKTUHAFJESG,0,,
PJFLQYKMDCABGN-FWIQQJMXSA-M,24-epicathasterone-3-O-sulfate,0,PJFLQYKMDCABGN,0,,
PTNXUEMRTYROFJ-XMXOBRKPSA-N,"2,4-di(2-methyl)butanoyl-3-(6-methyl)heptanoyl-6-isobutanoyl-sucrose",0,PTNXUEMRTYROFJ,0,,
PXWOXJLHXFRHEW-ROKXECAJSA-N,"3,4',4'-trihydroxyechinenone",0,PXWOXJLHXFRHEW,0,,
PZQLEJWUDYSKKW-GIRZQDQISA-N,"2,4,6-tri(2-methyl)butanoyl-3-(4-methyl)pentanoyl-sucrose",0,PZQLEJWUDYSKKW,0,,
QIINDYLWHQVGEZ-UHFFFAOYSA-M,heptaketide pyrone intermediate,0,QIINDYLWHQVGEZ,0,,
QIKCVSLEZBFGCU-CEPNNTPPSA-J,α-hydroxyheme,0,QIKCVSLEZBFGCU,0,,
QOYBDYMPWLOFKG-YCHQMNKZSA-K,3-deoxy-D-arabino-heptulopyranuronate 7-phosphate,0,QOYBDYMPWLOFKG,0,,
NSQYDLCQAQCMGE-UHFFFAOYSA-N,2-butyl-4-hydroxy-5-methyl-3(2H)-furanone,0,NSQYDLCQAQCMGE,0,,
MXFYIPZNENWPSK-NKOPCKDMSA-M,"(22R,23R)-28-homocastasterone 22-O-sulfate",0,MXFYIPZNENWPSK,0,,
MTSKWRIATJSKFJ-UHFFFAOYSA-N,"L-sorbosone 1,4-lactone",0,MTSKWRIATJSKFJ,0,,
MJTOFLFMNGKVNS-TYCYOEEFSA-O,N¹-(1-deoxy-D-fructos-1-yl)-L-lysine,0,MJTOFLFMNGKVNS,0,,
LZPFFKBGBPBJAW-JSIGFUFCSA-M,(-)-jasmonoyl-L-valine,0,LZPFFKBGBPBJAW,0,,
LXTJQOKOTMRERV-RKYHVTRTSA-N,N-(1-deoxy-D-fructos-1-yl)-L-valine,0,LXTJQOKOTMRERV,0,,
LUJYEBNGNGLDOW-VIFPVBQESA-N,S-fenclorimyl-L-cysteine,0,LUJYEBNGNGLDOW,0,,
NITDPUFIYQDBCA-UDUUBDRPSA-M,S-lactoylglutathione hemithioacetal,0,NITDPUFIYQDBCA,0,,
LJWYQSYNCSBLAT-PMIIOQGLSA-N,4α-formyl-14α-methyl-cholesta-8-enol,0,LJWYQSYNCSBLAT,0,,
KQRXSOWGZRBDOE-MPBPJTCYSA-N,an inulosaccharide,0,KQRXSOWGZRBDOE,0,,
KQRQKNUGLKGTSJ-LTOLZBHSSA-M,(L-glutamyl)adenylate,0,KQRQKNUGLKGTSJ,0,,
KPFCZRFJEMLQFE-FUEUKBNZSA-J,3-oxomelilotoyl-CoA,0,KPFCZRFJEMLQFE,0,,
JZTVPFGKBUWSDJ-UHFFFAOYSA-N,4-(1-methyl-2-Δ¹-pyrrolidinyl)-3-oxobutanoate,0,JZTVPFGKBUWSDJ,0,,
WHOASQMNRGOGJB-UTNXWDCOSA-J,18-oxo-oleoyl-CoA,0,WHOASQMNRGOGJB,0,,
WZVBMYNCJXSJII-BQBZGAKWSA-N,2-S-cysteinyldopaquinone,0,WZVBMYNCJXSJII,0,,
XEGWDDJDOFYUBF-BPYUMQNDSA-N,"(3β,9β)-4α-demethyl-4α-formyl-9,19-cyclolanost-3-ol",0,XEGWDDJDOFYUBF,0,,
XTJZWXWDOCJQTN-DTHJDAIJSA-M,auricolate,0,XTJZWXWDOCJQTN,0,,
YDWCWSGPZRFQSO-UHFFFAOYSA-M,[dihydroxy(sulfanylidene)-λ⁵-arsanyl]sulfanide,0,YDWCWSGPZRFQSO,0,,
YLURGPAULPYZSN-SNVBAGLBSA-N,α-terpinyl cation,0,YLURGPAULPYZSN,0,,
YOWZFXGYLFJKGZ-UHFFFAOYSA-N,"L-sorbosone 2,6-lactone",0,YOWZFXGYLFJKGZ,0,,
ZNJUNWARRIXWAA-IKABJLMCSA-M,2-carboxy-L-lyxonolactone,0,ZNJUNWARRIXWAA,0,,
RIAWVQFBXPMMDD-WDTFGNNBSA-N,dimeric urushiol,0,RIAWVQFBXPMMDD,0,,
