inchikey,label,n_pw,skeleton,skeleton_match_n,skeleton_match_qid,skeleton_match_ik
MRVYFOANPDTYBY-JIGFOQOZSA-F,"D-myo-inositol (1,2,3,4) tetrakisphosphate",1,MRVYFOANPDTYBY,6,Q105170962; Q115966167; Q27078077; Q27098360; Q27124765; Q27124821,MRVYFOANPDTYBY-UHFFFAOYSA-N; MRVYFOANPDTYBY-UZAAGFTCSA-F; MRVYFOANPDTYBY-UZAAGFTCSA-N; MRVYFOANPDTYBY-XCMZKKERSA-N; MRVYFOANPDTYBY-YORTWTKJSA-F; MRVYFOANPDTYBY-YORTWTKJSA-N
PLKUTZNSKRWCCA-LTSKFBHWSA-M,delphinidin 3-O-rutinoside,1,PLKUTZNSKRWCCA,6,Q105210994; Q105210998; Q105211000; Q110082597; Q123340323; Q7852090,PLKUTZNSKRWCCA-IWFRRVTPSA-O; PLKUTZNSKRWCCA-LTSKFBHWSA-N; PLKUTZNSKRWCCA-LTSKFBHWSA-O; PLKUTZNSKRWCCA-NQWUONRPSA-O; PLKUTZNSKRWCCA-NZSQLZJISA-O; PLKUTZNSKRWCCA-UHFFFAOYSA-O
QZMAEZWZCGBZFK-AOJWCAIYSA-M,"oleanolate 3-beta-D-glucuronoside-(3,1)-galactoside-28-glucoside",1,QZMAEZWZCGBZFK,6,Q105232160; Q105232161; Q105232162; Q105232164; Q105232165; Q27293972,QZMAEZWZCGBZFK-AOJWCAIYSA-N; QZMAEZWZCGBZFK-GGFCLXHWSA-N; QZMAEZWZCGBZFK-KRXYAAGQSA-N; QZMAEZWZCGBZFK-MQYWXEPLSA-N; QZMAEZWZCGBZFK-SPMOWSPJSA-N; QZMAEZWZCGBZFK-UHFFFAOYSA-N
PHYYADMVYQURSX-XEAHXTBRSA-M,glucoiberin,1,PHYYADMVYQURSX,6,Q104387678; Q105209329; Q105209330; Q105209331; Q105209332; Q27106758,PHYYADMVYQURSX-GEINXPCQSA-M; PHYYADMVYQURSX-KPKJPENVSA-N; PHYYADMVYQURSX-MIYDZJMMSA-N; PHYYADMVYQURSX-OLVZVOKISA-N; PHYYADMVYQURSX-UHFFFAOYSA-N; PHYYADMVYQURSX-WWFIZPDBSA-N
LLFIMDUWAVPJEJ-KKOXEEMUSA-N,7-oxatyphasterol,1,LLFIMDUWAVPJEJ,6,Q105153485; Q105153486; Q105153487; Q105153488; Q27155242; Q27155244,LLFIMDUWAVPJEJ-AVWWTISCSA-N; LLFIMDUWAVPJEJ-DFPHAVSISA-N; LLFIMDUWAVPJEJ-DFZGJWFWSA-N; LLFIMDUWAVPJEJ-IPLAFFEMSA-N; LLFIMDUWAVPJEJ-UHFFFAOYSA-N; LLFIMDUWAVPJEJ-YXOBGFCKSA-N
LLFIMDUWAVPJEJ-ZIXOBUGNSA-N,7-oxateasterone,1,LLFIMDUWAVPJEJ,6,Q105153485; Q105153486; Q105153487; Q105153488; Q27155242; Q27155244,LLFIMDUWAVPJEJ-AVWWTISCSA-N; LLFIMDUWAVPJEJ-DFPHAVSISA-N; LLFIMDUWAVPJEJ-DFZGJWFWSA-N; LLFIMDUWAVPJEJ-IPLAFFEMSA-N; LLFIMDUWAVPJEJ-UHFFFAOYSA-N; LLFIMDUWAVPJEJ-YXOBGFCKSA-N
IUCHKMAZAWJNBJ-RCYXVVTDSA-L,oleanolate 3 β-D-glucuronoside,1,IUCHKMAZAWJNBJ,6,Q105120469; Q105120470; Q105120472; Q105120478; Q105120479; Q27104421,IUCHKMAZAWJNBJ-BDQGQYSSSA-N; IUCHKMAZAWJNBJ-IVWFCMBLSA-N; IUCHKMAZAWJNBJ-PJLFLPMRSA-N; IUCHKMAZAWJNBJ-RCYXVVTDSA-N; IUCHKMAZAWJNBJ-UHFFFAOYSA-N; IUCHKMAZAWJNBJ-VSJXWKSJSA-N
PUVHMWJJTITUGO-PTQMNWPWSA-J,"D-myo-inositol (2,4) bisphosphate",1,PUVHMWJJTITUGO,6,Q106030479; Q27070780; Q27096362; Q27145862; Q27145868; Q27156704,PUVHMWJJTITUGO-FICORBCRSA-J; PUVHMWJJTITUGO-FICORBCRSA-N; PUVHMWJJTITUGO-PTQMNWPWSA-N; PUVHMWJJTITUGO-WJPCITMWSA-N; PUVHMWJJTITUGO-ZSIQDKGESA-J; PUVHMWJJTITUGO-ZSIQDKGESA-N
DRDCJEIZVLVWNC-ABVWGUQPSA-L,UDP-α-D-fucopyranose,1,DRDCJEIZVLVWNC,6,Q27102406; Q27125408; Q27130542; Q27132352; Q27157268; Q27158022,DRDCJEIZVLVWNC-BHELSUTKSA-L; DRDCJEIZVLVWNC-BHELSUTKSA-N; DRDCJEIZVLVWNC-MJIHKOFYSA-L; DRDCJEIZVLVWNC-MJIHKOFYSA-N; DRDCJEIZVLVWNC-SLBWPEPYSA-L; DRDCJEIZVLVWNC-SLBWPEPYSA-N
DRDCJEIZVLVWNC-JZMIEXBBSA-L,UDP-α-D-quinovose,1,DRDCJEIZVLVWNC,6,Q27102406; Q27125408; Q27130542; Q27132352; Q27157268; Q27158022,DRDCJEIZVLVWNC-BHELSUTKSA-L; DRDCJEIZVLVWNC-BHELSUTKSA-N; DRDCJEIZVLVWNC-MJIHKOFYSA-L; DRDCJEIZVLVWNC-MJIHKOFYSA-N; DRDCJEIZVLVWNC-SLBWPEPYSA-L; DRDCJEIZVLVWNC-SLBWPEPYSA-N
FMCGSUUBYTWNDP-GXSJLCMTSA-O,"(+)-(1S,2S)-N-methylpseudoephedrine",1,FMCGSUUBYTWNDP,6,Q104375679; Q104997691; Q2331543; Q27162269; Q27291941; Q6951379,FMCGSUUBYTWNDP-GXSJLCMTSA-N; FMCGSUUBYTWNDP-KOLCDFICSA-N; FMCGSUUBYTWNDP-MWLCHTKSSA-N; FMCGSUUBYTWNDP-ONGXEEELSA-N; FMCGSUUBYTWNDP-UHFFFAOYSA-N; FMCGSUUBYTWNDP-UMJHXOGRSA-N
FMCGSUUBYTWNDP-ONGXEEELSA-O,"(1R,2S)-N-methylephedrine",1,FMCGSUUBYTWNDP,6,Q104375679; Q104997691; Q2331543; Q27162269; Q27291941; Q6951379,FMCGSUUBYTWNDP-GXSJLCMTSA-N; FMCGSUUBYTWNDP-KOLCDFICSA-N; FMCGSUUBYTWNDP-MWLCHTKSSA-N; FMCGSUUBYTWNDP-ONGXEEELSA-N; FMCGSUUBYTWNDP-UHFFFAOYSA-N; FMCGSUUBYTWNDP-UMJHXOGRSA-N
IOUVKUPGCMBWBT-QNDFHXLGSA-M,phlorizin,1,IOUVKUPGCMBWBT,6,Q105116902; Q105116908; Q105116909; Q115948683; Q413105; Q83006160,IOUVKUPGCMBWBT-DARKYYSBSA-N; IOUVKUPGCMBWBT-QNDFHXLGSA-N; IOUVKUPGCMBWBT-RQUKQETFSA-N; IOUVKUPGCMBWBT-RQXATKFSSA-N; IOUVKUPGCMBWBT-UHFFFAOYSA-N; IOUVKUPGCMBWBT-XHAJLCMUSA-N
CCDRPBGPIXPGRW-DLQTVUGOSA-M,hederagenin-3-O-β-D-glucoside,1,CCDRPBGPIXPGRW,6,Q104402787; Q104953165; Q104953169; Q104953170; Q104953173; Q82941528,CCDRPBGPIXPGRW-DLQTVUGOSA-N; CCDRPBGPIXPGRW-NKQJEODRSA-N; CCDRPBGPIXPGRW-QOBSNSOZSA-N; CCDRPBGPIXPGRW-RNYXGUFRSA-N; CCDRPBGPIXPGRW-UHFFFAOYSA-N; CCDRPBGPIXPGRW-ZHMISSTASA-N
FCSRUSQUAVXUKK-ILWWEHDPSA-N,α-eudesmol,1,FCSRUSQUAVXUKK,6,Q103818890; Q104993322; Q104993323; Q104993335; Q27108609; Q67879648,FCSRUSQUAVXUKK-GUTXKFCHSA-N; FCSRUSQUAVXUKK-IPYPFGDCSA-N; FCSRUSQUAVXUKK-KCQAQPDRSA-N; FCSRUSQUAVXUKK-UHFFFAOYSA-N; FCSRUSQUAVXUKK-UMVBOHGHSA-N; FCSRUSQUAVXUKK-VNHYZAJKSA-N
TYNQWWGVEGFKRU-AJDPQWBVSA-O,α-chaconine,1,TYNQWWGVEGFKRU,6,Q104246874; Q104391985; Q105267449; Q105267452; Q115948674; Q2947331,TYNQWWGVEGFKRU-AJDPQWBVSA-N; TYNQWWGVEGFKRU-BAMJSYLTSA-N; TYNQWWGVEGFKRU-BXSJOLSCSA-N; TYNQWWGVEGFKRU-LTOSHPHISA-N; TYNQWWGVEGFKRU-MSHZQAJZSA-N; TYNQWWGVEGFKRU-UHFFFAOYSA-N
MRVYFOANPDTYBY-FTYOSCRSSA-F,"D-myo-inositol (1,2,3,6) tetrakisphosphate",1,MRVYFOANPDTYBY,6,Q105170962; Q115966167; Q27078077; Q27098360; Q27124765; Q27124821,MRVYFOANPDTYBY-UHFFFAOYSA-N; MRVYFOANPDTYBY-UZAAGFTCSA-F; MRVYFOANPDTYBY-UZAAGFTCSA-N; MRVYFOANPDTYBY-XCMZKKERSA-N; MRVYFOANPDTYBY-YORTWTKJSA-F; MRVYFOANPDTYBY-YORTWTKJSA-N
MRVYFOANPDTYBY-XCMZKKERSA-F,"D-myo-inositol (1,2,5,6) tetrakisphosphate",1,MRVYFOANPDTYBY,6,Q105170962; Q115966167; Q27078077; Q27098360; Q27124765; Q27124821,MRVYFOANPDTYBY-UHFFFAOYSA-N; MRVYFOANPDTYBY-UZAAGFTCSA-F; MRVYFOANPDTYBY-UZAAGFTCSA-N; MRVYFOANPDTYBY-XCMZKKERSA-N; MRVYFOANPDTYBY-YORTWTKJSA-F; MRVYFOANPDTYBY-YORTWTKJSA-N
GDXJMOGWONJRHL-GIELRJASSA-N,perakine,1,GDXJMOGWONJRHL,6,Q104253152; Q105007019; Q105106368; Q110077535; Q110184884; Q15425282,GDXJMOGWONJRHL-AFXVYWMKSA-N; GDXJMOGWONJRHL-FXRWJBKJSA-N; GDXJMOGWONJRHL-HWUILILVSA-N; GDXJMOGWONJRHL-LMNTWQMHSA-N; GDXJMOGWONJRHL-UHFFFAOYSA-N; GDXJMOGWONJRHL-VQHWPEDHSA-N
XIVFQYWMMJWUCD-GCLQBGPMSA-M,dihydroxyphaseic acid,1,XIVFQYWMMJWUCD,6,Q105328760; Q105328761; Q105328762; Q115946414; Q27109812; Q27109823,XIVFQYWMMJWUCD-FJBUYRLMSA-N; XIVFQYWMMJWUCD-JKQLRLFLSA-N; XIVFQYWMMJWUCD-JXKUHTPLSA-N; XIVFQYWMMJWUCD-LZXRACGUSA-N; XIVFQYWMMJWUCD-UHFFFAOYSA-N; XIVFQYWMMJWUCD-VSTJRZLJSA-N
JZFSMVXQUWRSIW-YHSIJDKQSA-N,11-deoxoglycyrrhetinate,1,JZFSMVXQUWRSIW,6,Q104399013; Q105137373; Q105137375; Q105137376; Q72462015; Q76415663,JZFSMVXQUWRSIW-BTJIZOSBSA-N; JZFSMVXQUWRSIW-FWXFQHTDSA-N; JZFSMVXQUWRSIW-IHSKASNOSA-N; JZFSMVXQUWRSIW-MCLQAGPZSA-N; JZFSMVXQUWRSIW-RZJUCFKDSA-N; JZFSMVXQUWRSIW-UHFFFAOYSA-N
MHASSCPGKAMILD-JNPAWNQGSA-N,16-epivellosimine,1,MHASSCPGKAMILD,6,Q103785551; Q104252052; Q105163706; Q117835430; Q27101896; Q27102794,MHASSCPGKAMILD-GJKVQYCKSA-N; MHASSCPGKAMILD-MIOJWWSHSA-N; MHASSCPGKAMILD-MZQWUDBDSA-N; MHASSCPGKAMILD-PQKPIAESSA-N; MHASSCPGKAMILD-UHFFFAOYSA-N; MHASSCPGKAMILD-VICVVEARSA-N
BZQFBWGGLXLEPQ-UHFFFAOYSA-K,L(or D)-O-phosphoserine,0,BZQFBWGGLXLEPQ,6,Q104950626; Q2701649; Q27104424; Q27124754; Q27125955; Q27135591,BZQFBWGGLXLEPQ-REOHCLBHSA-L; BZQFBWGGLXLEPQ-REOHCLBHSA-N; BZQFBWGGLXLEPQ-UHFFFAOYSA-L; BZQFBWGGLXLEPQ-UHFFFAOYSA-N; BZQFBWGGLXLEPQ-UWTATZPHSA-L; BZQFBWGGLXLEPQ-UWTATZPHSA-N
DNKQGUYVWUAYIE-YNMKFKMASA-N,4'-hydroxyadonixanthin,0,DNKQGUYVWUAYIE,6,Q104403482; Q104985602; Q104985603; Q105104135; Q110184648; Q110200160,DNKQGUYVWUAYIE-BNNCDEBLSA-N; DNKQGUYVWUAYIE-IVGNBOOGSA-N; DNKQGUYVWUAYIE-JONJQQATSA-N; DNKQGUYVWUAYIE-KRJZFOBGSA-N; DNKQGUYVWUAYIE-SNXZXGPZSA-N; DNKQGUYVWUAYIE-UHFFFAOYSA-N
HMCYXRFNNOPPPR-NKSXPTFNSA-N,cis-trans-iridodial,0,HMCYXRFNNOPPPR,6,Q104376064; Q105030457; Q105030459; Q21099584; Q27105198; Q27106947,HMCYXRFNNOPPPR-AXTSPUMRSA-N; HMCYXRFNNOPPPR-HFXXUHSDSA-N; HMCYXRFNNOPPPR-JLIMGVALSA-N; HMCYXRFNNOPPPR-KYXWUPHJSA-N; HMCYXRFNNOPPPR-SGIHWFKDSA-N; HMCYXRFNNOPPPR-UHFFFAOYSA-N
LKZDFKLGDGSGEO-UJECXLDQSA-M,kaempferol 3-O-β-D-glucosyl-(1->2)-β-D-glucoside,4,LKZDFKLGDGSGEO,7,Q105153357; Q105153358; Q105153360; Q105153362; Q27114674; Q27149572; Q83034130,LKZDFKLGDGSGEO-FFFMXZAGSA-N; LKZDFKLGDGSGEO-IROKYFGSSA-N; LKZDFKLGDGSGEO-JDZKGRQMSA-N; LKZDFKLGDGSGEO-MUKUJDNJSA-N; LKZDFKLGDGSGEO-PABQPRPFSA-N; LKZDFKLGDGSGEO-UHFFFAOYSA-N; LKZDFKLGDGSGEO-UJECXLDQSA-N
ZPPQIOUITZSYAO-AOBOYTTNSA-M,cyanidin 3-O-β-D-sambubioside,3,ZPPQIOUITZSYAO,7,Q104388774; Q105381106; Q105381108; Q105381114; Q23465648; Q27139674; Q27139733,ZPPQIOUITZSYAO-AOBOYTTNSA-N; ZPPQIOUITZSYAO-AOBOYTTNSA-O; ZPPQIOUITZSYAO-HVHHODJLSA-O; ZPPQIOUITZSYAO-MNOAYJSQSA-M; ZPPQIOUITZSYAO-MNOAYJSQSA-O; ZPPQIOUITZSYAO-UHFFFAOYSA-O; ZPPQIOUITZSYAO-VFRNZNEBSA-O
KACPVQQHDVBVFC-PMRVSPHWSA-M,2-amino-3-carboxymuconate-6-semialdehyde,3,KACPVQQHDVBVFC,7,Q27104046; Q27109180; Q27147210; Q27147400; Q27452453; Q2823201; Q28529683,KACPVQQHDVBVFC-OIFXTYEKSA-L; KACPVQQHDVBVFC-OIFXTYEKSA-M; KACPVQQHDVBVFC-OIFXTYEKSA-N; KACPVQQHDVBVFC-PMRVSPHWSA-N; KACPVQQHDVBVFC-UHFFFAOYSA-L; KACPVQQHDVBVFC-UHFFFAOYSA-M; KACPVQQHDVBVFC-UHFFFAOYSA-N
XYNPYHXGMWJBLV-RFGPBLIYSA-O,soladulcidine,2,XYNPYHXGMWJBLV,7,Q104399505; Q105344574; Q105344578; Q105344579; Q105344582; Q27108452; Q27166997,XYNPYHXGMWJBLV-BPRHSYNSSA-N; XYNPYHXGMWJBLV-CVXDYHKGSA-N; XYNPYHXGMWJBLV-MFRNJXNGSA-N; XYNPYHXGMWJBLV-NYAPYGRYSA-N; XYNPYHXGMWJBLV-PUHUBZITSA-N; XYNPYHXGMWJBLV-UHFFFAOYSA-N; XYNPYHXGMWJBLV-VXPJTDKGSA-N
ZPPQIOUITZSYAO-MNOAYJSQSA-N,cyanidin 3-O-[β-D-xylosyl-(1→2)]-β-D-galactoside,1,ZPPQIOUITZSYAO,7,Q104388774; Q105381106; Q105381108; Q105381114; Q23465648; Q27139674; Q27139733,ZPPQIOUITZSYAO-AOBOYTTNSA-N; ZPPQIOUITZSYAO-AOBOYTTNSA-O; ZPPQIOUITZSYAO-HVHHODJLSA-O; ZPPQIOUITZSYAO-MNOAYJSQSA-M; ZPPQIOUITZSYAO-MNOAYJSQSA-O; ZPPQIOUITZSYAO-UHFFFAOYSA-O; ZPPQIOUITZSYAO-VFRNZNEBSA-O
XECPAIJNBXCOBO-LYEVXEPXSA-M,"D-galactaro-1,4-lactone",1,XECPAIJNBXCOBO,7,Q106042218; Q126615951; Q27158477; Q27158492; Q27158626; Q27158734; Q82598738,XECPAIJNBXCOBO-DMTYDLFISA-N; XECPAIJNBXCOBO-IXAJELJRSA-N; XECPAIJNBXCOBO-LKELSTGYSA-M; XECPAIJNBXCOBO-LKELSTGYSA-N; XECPAIJNBXCOBO-MMPJQOAZSA-M; XECPAIJNBXCOBO-MMPJQOAZSA-N; XECPAIJNBXCOBO-UHFFFAOYSA-N
BGPMMCPSTAYIEL-JWUFSHJESA-M,isovitexin 2''-O-rhamnoside,1,BGPMMCPSTAYIEL,7,Q104935670; Q104935672; Q104935673; Q104935674; Q104935675; Q104935676; Q106039963,BGPMMCPSTAYIEL-BUTBOELVSA-N; BGPMMCPSTAYIEL-JWUFSHJESA-N; BGPMMCPSTAYIEL-LJMMZVTNSA-N; BGPMMCPSTAYIEL-UHFFFAOYSA-N; BGPMMCPSTAYIEL-UTKQBPCESA-N; BGPMMCPSTAYIEL-WDYJAFJFSA-N; BGPMMCPSTAYIEL-YLZZQHIMSA-N
PNHLMHWWFOPQLK-ZQXLIXSRSA-L,GDP-4-dehydro-6-deoxy-β-L-galactose,1,PNHLMHWWFOPQLK,7,Q105211937; Q110077472; Q27102151; Q27103281; Q27103758; Q27105113; Q27125085,PNHLMHWWFOPQLK-BKUUWRAGSA-L; PNHLMHWWFOPQLK-BKUUWRAGSA-N; PNHLMHWWFOPQLK-OSLYQTMWSA-N; PNHLMHWWFOPQLK-RNBWPXLMSA-N; PNHLMHWWFOPQLK-UHFFFAOYSA-N; PNHLMHWWFOPQLK-WAMCPPDZSA-N; PNHLMHWWFOPQLK-ZQXLIXSRSA-N
HKSDVVJONLXYKL-OHPMOLHNSA-M,"(9Z,12Z)-15,16-epoxyoctadeca-9,12-dienoate",1,HKSDVVJONLXYKL,7,Q105029936; Q105029937; Q120204985; Q27160338; Q27286075; Q82007291; Q82641153,HKSDVVJONLXYKL-DLBZAZTESA-N; HKSDVVJONLXYKL-HGPZTKBUSA-N; HKSDVVJONLXYKL-OHPMOLHNSA-N; HKSDVVJONLXYKL-RKMSSTJHSA-N; HKSDVVJONLXYKL-UHFFFAOYSA-N; HKSDVVJONLXYKL-XFWWAVLESA-N; HKSDVVJONLXYKL-YNOGVTSOSA-N
UPVPJQNTGLTBPC-VFMSDNQISA-O,13-[(E)-2-methylcrotonoyl]oxylupanine,1,UPVPJQNTGLTBPC,7,Q105277018; Q105277020; Q105277021; Q105513428; Q115785481; Q27103027; Q27125804,UPVPJQNTGLTBPC-ACLKCVKMSA-N; UPVPJQNTGLTBPC-CDTWXTRXSA-N; UPVPJQNTGLTBPC-HSFUOYFLSA-N; UPVPJQNTGLTBPC-PKYWNOKZSA-N; UPVPJQNTGLTBPC-SJCLNHAISA-N; UPVPJQNTGLTBPC-SJCLNHAISA-O; UPVPJQNTGLTBPC-UHFFFAOYSA-N
BZXZFDKIRZBJEP-JMTMCXQRSA-M,"(9S,13S,15Z)-12-oxo-10,11-dihydrophyto-15-enoate",1,BZXZFDKIRZBJEP,7,Q103817189; Q104950756; Q27098206; Q27121576; Q50318254; Q75069021; Q82096603,BZXZFDKIRZBJEP-CLTKARDFSA-N; BZXZFDKIRZBJEP-GTOOTHNYSA-M; BZXZFDKIRZBJEP-GTOOTHNYSA-N; BZXZFDKIRZBJEP-HOTGVXAUSA-N; BZXZFDKIRZBJEP-JMTMCXQRSA-N; BZXZFDKIRZBJEP-TTXFDSJOSA-N; BZXZFDKIRZBJEP-UHFFFAOYSA-N
DLNKOYKMWOXYQA-CBAPKCEASA-O,"(1R,2S)-norephedrine",1,DLNKOYKMWOXYQA,7,Q26840801; Q413147; Q423797; Q59627745; Q6456100; Q82579477; Q97786582,DLNKOYKMWOXYQA-APPZFPTMSA-N; DLNKOYKMWOXYQA-CBAPKCEASA-N; DLNKOYKMWOXYQA-DSOHZPJJSA-N; DLNKOYKMWOXYQA-IONNQARKSA-N; DLNKOYKMWOXYQA-UHFFFAOYSA-N; DLNKOYKMWOXYQA-VXNVDRBHSA-N
DLNKOYKMWOXYQA-IONNQARKSA-O,"(1S,2S)-norpseudoephedrine",1,DLNKOYKMWOXYQA,7,Q26840801; Q413147; Q423797; Q59627745; Q6456100; Q82579477; Q97786582,DLNKOYKMWOXYQA-APPZFPTMSA-N; DLNKOYKMWOXYQA-CBAPKCEASA-N; DLNKOYKMWOXYQA-DSOHZPJJSA-N; DLNKOYKMWOXYQA-IONNQARKSA-N; DLNKOYKMWOXYQA-UHFFFAOYSA-N; DLNKOYKMWOXYQA-VXNVDRBHSA-N
ZGVSETXHNHBTRK-UDJLNJFBSA-O,α-solanine,1,ZGVSETXHNHBTRK,7,Q104246873; Q104391983; Q105375468; Q105375470; Q110066042; Q373791; Q63396490,ZGVSETXHNHBTRK-KUNLNAFDSA-N; ZGVSETXHNHBTRK-NPQOSWHTSA-N; ZGVSETXHNHBTRK-OTYSSXIJSA-N; ZGVSETXHNHBTRK-SMQJHKSSSA-N; ZGVSETXHNHBTRK-UDJLNJFBSA-N; ZGVSETXHNHBTRK-UHFFFAOYSA-N; ZGVSETXHNHBTRK-WWELWOLRSA-N
LKZDFKLGDGSGEO-PABQPRPFSA-M,kaempferol 3-O-β-D-glucosylgalactoside,1,LKZDFKLGDGSGEO,7,Q105153357; Q105153358; Q105153360; Q105153362; Q27114674; Q27149572; Q83034130,LKZDFKLGDGSGEO-FFFMXZAGSA-N; LKZDFKLGDGSGEO-IROKYFGSSA-N; LKZDFKLGDGSGEO-JDZKGRQMSA-N; LKZDFKLGDGSGEO-MUKUJDNJSA-N; LKZDFKLGDGSGEO-PABQPRPFSA-N; LKZDFKLGDGSGEO-UHFFFAOYSA-N; LKZDFKLGDGSGEO-UJECXLDQSA-N
IAKKJSVSFCTLRY-BAKTXGBYSA-M,4-deoxy-L-threo-hex-4-enopyranuronate,1,IAKKJSVSFCTLRY,7,Q27093324; Q27093685; Q27094499; Q27120438; Q27131944; Q27131948; Q27463043,IAKKJSVSFCTLRY-CJPQEGFPSA-N; IAKKJSVSFCTLRY-DJSBZWDSSA-M; IAKKJSVSFCTLRY-DJSBZWDSSA-N; IAKKJSVSFCTLRY-KNCIQQCDSA-N; IAKKJSVSFCTLRY-NVFHJIOMSA-N; IAKKJSVSFCTLRY-OJIOTJFOSA-N; IAKKJSVSFCTLRY-YKKSOZKNSA-N
IDGKMGZVTKHZDA-XTTMRYAPSA-O,γ-solanine,1,IDGKMGZVTKHZDA,7,Q105111340; Q105111342; Q105111344; Q105111345; Q106039643; Q27279097; Q27283043,IDGKMGZVTKHZDA-BDSBEFEBSA-N; IDGKMGZVTKHZDA-GJOCCXJYSA-N; IDGKMGZVTKHZDA-OSCYGWHCSA-N; IDGKMGZVTKHZDA-OSCYGWHCSA-O; IDGKMGZVTKHZDA-QDFBTNNKSA-N; IDGKMGZVTKHZDA-UHFFFAOYSA-N; IDGKMGZVTKHZDA-XTTMRYAPSA-N
PKKMITFKYRCCOL-JMZFCNQTSA-M,neoglucobrassicin,1,PKKMITFKYRCCOL,7,Q104388170; Q105210469; Q105210471; Q105210472; Q27103170; Q27133549; Q76309363,PKKMITFKYRCCOL-AUMBYBEBSA-N; PKKMITFKYRCCOL-CMZRPVNOSA-M; PKKMITFKYRCCOL-CMZRPVNOSA-N; PKKMITFKYRCCOL-JMZFCNQTSA-N; PKKMITFKYRCCOL-QJWDOSIMSA-N; PKKMITFKYRCCOL-RTLJINITSA-N; PKKMITFKYRCCOL-UHFFFAOYSA-N
IZGYIFFQBZWOLJ-HOJYMBPFSA-M,phaseic acid,1,IZGYIFFQBZWOLJ,7,Q104169281; Q105123206; Q105123209; Q110189671; Q27131576; Q7180977; Q77625247,IZGYIFFQBZWOLJ-CKAACLRMSA-N; IZGYIFFQBZWOLJ-IWAPOTGVSA-N; IZGYIFFQBZWOLJ-UHFFFAOYSA-N; IZGYIFFQBZWOLJ-UUZREKTLSA-M; IZGYIFFQBZWOLJ-UUZREKTLSA-N; IZGYIFFQBZWOLJ-WANURDJWSA-N; IZGYIFFQBZWOLJ-XMZIYANTSA-N
KDYAPQVYJXUQNY-NCUIXIJTSA-N,1-18:3-2-18:3-digalactosyldiacylglycerol,1,KDYAPQVYJXUQNY,7,Q104667674; Q105139692; Q105139694; Q105139705; Q106039822; Q120301057; Q42403316,KDYAPQVYJXUQNY-HKWPCNBJSA-N; KDYAPQVYJXUQNY-HXXRYREZSA-N; KDYAPQVYJXUQNY-JDNYTJDTSA-N; KDYAPQVYJXUQNY-JTADZIJASA-N; KDYAPQVYJXUQNY-OPHDRXFHSA-N; KDYAPQVYJXUQNY-UHFFFAOYSA-N; KDYAPQVYJXUQNY-UWJBUMLZSA-N
RIGGEAZDTKMXSI-MEBVTJQTSA-M,9(S)-HOTrE,1,RIGGEAZDTKMXSI,7,Q104667677; Q105236835; Q111729050; Q27140028; Q27147548; Q27149496; Q27161577,RIGGEAZDTKMXSI-CUHSZNQNSA-M; RIGGEAZDTKMXSI-CUHSZNQNSA-N; RIGGEAZDTKMXSI-JPAZTHTMSA-N; RIGGEAZDTKMXSI-MEBVTJQTSA-N; RIGGEAZDTKMXSI-PSJRCKTQSA-N; RIGGEAZDTKMXSI-RWUWUJKWSA-N; RIGGEAZDTKMXSI-UHFFFAOYSA-N
XENHPQQLDPAYIJ-PEVLUNPASA-M,delphinidin-3-O-β-D-glucoside,9,XENHPQQLDPAYIJ,8,Q103796710; Q104389036; Q105326451; Q105326464; Q110185032; Q27114317; Q27257119; Q74412056,XENHPQQLDPAYIJ-NLJKCSIRSA-O; XENHPQQLDPAYIJ-PEVLUNPASA-N; XENHPQQLDPAYIJ-PEVLUNPASA-O; XENHPQQLDPAYIJ-UHFFFAOYSA-O; XENHPQQLDPAYIJ-UNVSAEOCSA-N; XENHPQQLDPAYIJ-UNVSAEOCSA-O; XENHPQQLDPAYIJ-VZLDODMLSA-O; XENHPQQLDPAYIJ-YXRUOGEQSA-O
BBFYUPYFXSSMNV-HMGRVEAOSA-M,quercetin 7-O-glucoside,5,BBFYUPYFXSSMNV,8,Q104249897; Q104922696; Q104922697; Q104922729; Q104922730; Q104922731; Q104922732; Q23069184,BBFYUPYFXSSMNV-HIXQXHRCSA-N; BBFYUPYFXSSMNV-HMFCTUEFSA-N; BBFYUPYFXSSMNV-HMGRVEAOSA-N; BBFYUPYFXSSMNV-LQPIGNGESA-N; BBFYUPYFXSSMNV-UHFFFAOYSA-N; BBFYUPYFXSSMNV-WNZLTNKYSA-N; BBFYUPYFXSSMNV-YGXKTJSJSA-N; BBFYUPYFXSSMNV-ZJCIDPRCSA-N
BIRSGZKFKXLSJQ-MBMOQRBOSA-K,D-mannonate 6-phosphate,4,BIRSGZKFKXLSJQ,8,Q104936729; Q110077602; Q245501; Q27092836; Q27102117; Q27126028; Q37863595; Q58421333,BIRSGZKFKXLSJQ-KLVWXMOXSA-M; BIRSGZKFKXLSJQ-QTBDOELSSA-N; BIRSGZKFKXLSJQ-SKNVOMKLSA-N; BIRSGZKFKXLSJQ-SQOUGZDYSA-K; BIRSGZKFKXLSJQ-SQOUGZDYSA-M; BIRSGZKFKXLSJQ-SQOUGZDYSA-N; BIRSGZKFKXLSJQ-UHFFFAOYSA-M; BIRSGZKFKXLSJQ-UHFFFAOYSA-N
